date,above_20_ema__pct,above_20_ema__50_50,above_50_ema__pct,above_50_ema__50_50,52_week_high_low_within_10__low,52_week_high_low_within_10__high,3_above_200_ema__pct,3_above_200_ema__50_50,5_advance_decline_ratio__advance,5_advance_decline_ratio__decline,current_previous_yr_volumes_crores__current,current_previous_yr_volumes_crores__1_yr_back,drawdowns_peaks__blw_3,gold_etfs_nifty_1_month_chg__gold,gold_etfs_nifty_1_month_chg__nifty,breadth_above_500_trend_reversal__up_4_5_today,breadth_above_500_trend_reversal__down_4_5_today,breadth_above_500_trend_reversal__up_20_in_5d,breadth_above_500_trend_reversal__down_20_in_5d,breadth_above_500_trend_reversal__above_20dma,breadth_above_500_trend_reversal__below_20dma,breadth_above_500_trend_reversal__above_50dma,breadth_above_500_trend_reversal__below_50dma,breadth_above_500_trend_reversal__above_200dma,breadth_above_500_trend_reversal__below_200dma,new_high_low_bearishness_bullishness__high,new_high_low_bearishness_bullishness__low,nifty_500_above_below_200_ema__above_200_ema,nifty_500_above_below_200_ema__below_200_ema,nifty_500_above_below_200_ema__60,oversold_overbought_rsi__oversold,oversold_overbought_rsi__overbought,weekly_rsi_50_50__below_rsi_50,weekly_rsi_50_50__above_rsi_50,10_from_10dema__10_10ema,15_up_10_down__15_in_5d,15_up_10_down__10_in_5d,4_advance_decline__4_advance,4_advance_decline__4_decline,4_advance_decline_today__4_advance,4_advance_decline_today__4_decline,4_advance_decline_today__net_breadth,52_wk_high_low__new_52_wk_high,52_wk_high_low__new_52_wk_low,52_wk_high_low_today__new_52_wk_high,52_wk_high_low_today__new_52_wk_low,above_10ma__pct,above_200ma__above_200ma,above_20ma__pct,above_50ma__above_50ma,mbm_2_0_magnitude__abv_10ma,mbm_2_0_magnitude__abv_20ma,mbm_2_0_magnitude__abv_50ma,mbm_2_0_magnitude__abv_200ma,mbm_2_0_velocity_advanced__breakouts,mbm_2_0_velocity_advanced__breakdowns,mbm_2_0_velocity_advanced__up_close,mbm_2_0_velocity_advanced__down_close,mbm_2_0_velocity_advanced__new_52_wk_high,mbm_2_0_velocity_advanced__new_52_wk_low,mbm_2_0_velocity_advanced__net_nh_nl,mbm_2_0_velocity_advanced__15_52wh,mbm_2_0_velocity_advanced__15_52wl,mbm_2_0_velocity_advanced__net_15_h_l,mbm_2_0_velocity_advanced__30_52wh,mbm_2_0_velocity_advanced__30_52_wl,mbm_2_0_velocity_advanced__net_30_h_l,mbm_2_0_velocity_basic__4_advance,mbm_2_0_velocity_basic__4_decline,mbm_2_0_velocity_basic__net_breadth,mbm_2_0_velocity_basic__3_range,mbm_2_0_velocity_basic__5d_range,mbm_2_0_velocity_basic__volume,mbm_2_0_velocity_basic__15_in_5d,mbm_2_0_velocity_basic__10_in_5d,mbm_2_0_velocity_basic__10_10ema,net_breadth__net_breadth,net_nh_nl__net_nh_nl,volume__volume
2026-05-14,47.0844,50,58.0225,50,12.5317,19.9565,42.05,50,,,555.6698,359.0531,180,12.0256,3.6799,79,49,5,6,1083,1166,1347,902,1000,1249,53,24,,,,,,,,,,,,,,,,,,,,33.0315,42.05,47.0844,42.05,32.1105,45.6193,57.8766,39.7928,17.8679,13.7246,31.401,28.9308,1.899,0.6042,1.2948,18.7743,12.3004,6.4739,45.2741,40.2676,5.0065,5.6107,3.9707,1.6401,22.9607,1.2085,0.3115,1.2516,9.3656,0.7337,,,
2026-05-15,41.712,50,55.8578,50,12.9126,18.7885,40.7327,50,,,608.4018,401.5326,280,7.0115,6.354,69,92,7,11,953,1297,1295,955,965,1285,59,12,,,,,,,,,,,,,,,,,,,,28.7994,40.7327,41.712,40.7327,28.4233,40.6911,55.8531,38.4017,15.162,14.1253,29.0598,41.2844,1.9006,0.4752,1.4255,17.581,13.3477,4.2333,44.9244,42.2462,2.6782,4.406,5.8315,-1.4255,31.4039,1.5983,0.2652,0.8207,11.1879,0.8207,,,
2026-05-18,30.5865,50,45.8438,50,15.7611,16.8766,37.0277,50,,,530.1159,433.9425,555,5.1766,4.1693,67,156,7,14,716,1535,1074,1177,881,1370,34,31,68.2635,31.7365,60,29,145,0.5146,0.4343,,,,,,,,,,,,,21.2666,37.0277,30.5865,37.0277,21.1183,30.1505,45.5914,34.6667,10.2796,41.6774,38.9121,28.1734,1.1613,1.2903,-0.129,15.6559,16.4301,-0.7742,42.5806,46.0215,-3.4409,4,11.7419,-7.7419,21.1613,1.7204,0.3669,0.8172,12.5591,1.3763,,,
2026-05-19,39.2171,50,50.9605,50,14.9692,17.905,39.5796,50,,,540.1381,381.7972,98,8.2131,3.7965,142,28,12,6,912,1338,1191,1059,941,1309,41,10,,,,,,,,,,,,,,,,,,,,31.4969,39.5796,39.2171,39.5796,30.4968,38.3585,50.6695,37.4514,27.3002,7.0842,32.7532,32.3171,1.3823,0.3888,0.9935,16.933,14.4276,2.5054,44.1037,44.406,-0.3024,8.9417,2.2894,6.6523,32.1814,2.0734,0.2878,1.4255,3.5853,0.9503,,,
2026-05-20,42.1167,50,51.4317,50,15.2954,18.9924,40.1595,50,,,456.0841,386.75,117,5.9776,2.4095,102,32,17,6,974,1276,1202,1048,958,1292,46,17,,,,,,,,,,,,,,,,,,,,35.4476,40.1595,42.1167,40.1595,34.2549,40.7343,50.9287,38.0994,16.5875,10.1944,38.0208,27.5424,1.7711,0.6048,1.1663,17.4514,15.2916,2.1598,44.1469,44.0605,0.0864,6.3067,2.8078,3.4989,37.149,1.9438,0.258,1.7711,3.1965,0.6048,,,
2026-05-21,46.553,50,54.2816,50,14.3324,20.1016,41.6546,50,,,488.0547,439.1381,92,7.3922,1.8342,133,27,23,2,1079,1170,1266,983,995,1254,75,8,,,,,,,,,,,,,,,,,,,,44.3396,41.6546,46.553,41.6546,42.4373,45.376,54.019,39.758,24.4166,6.5687,31.8584,35.5263,2.809,0.3457,2.4633,18.3665,14.3475,4.019,45.0303,42.6102,2.4201,7.7787,2.3336,5.4451,37.4244,2.0311,0.4083,2.4633,2.7658,0.4322,,,
2026-05-22,48.5145,50,54.5652,50,14.2029,20.5072,42.2101,50,,,444.2597,472.0653,156,4.8033,-2.0591,87,47,23,2,1117,1133,1275,975,1004,1246,63,8,,,,,,,,,,,,,,,,,,,,48.4783,42.2101,48.5145,42.2101,43.8202,46.4131,54.1919,40.1901,16.7675,9.5506,34.5361,36.1991,2.4633,0.3457,2.1175,18.7554,14.3475,4.408,45.376,43.5177,1.8583,5.7908,3.4572,2.3336,42.5238,4.1054,0.3439,2.5065,1.9015,0.3457,,,
2026-05-25,60.7104,50,62.0739,50,12.2354,22.605,45.5328,50,,,515.9241,546.5224,117,5.9836,0.9701,192,36,47,2,1407,845,1448,804,1086,1166,82,12,69.4611,30.5389,60,35,164,0.4905,0.4607,,,,,,,,,,,,,62.9709,45.5328,60.7104,45.5328,58.3584,56.3386,60.1203,43.1887,27.3743,7.4345,42.8571,38.1503,3.223,0.3868,2.8363,20.2407,12.5483,7.6923,47.0133,41.0829,5.9304,11.7318,2.8363,8.8956,36.3558,5.1569,0.6421,4.4693,0.9454,0.4297,,,
2026-05-26,60.1735,50,61.5468,50,12.7936,22.4792,46.1511,50,,,522.026,445.4302,139,4.9319,-1.0178,118,45,47,1,1384,866,1427,824,1096,1155,83,4,,,,,,,,,,,,,,,,,,,,60.9324,46.1511,60.1735,46.1511,57.0997,56.4091,60.423,43.634,19.6375,8.5887,36.2637,42.2111,3.0211,0.1726,2.8485,20.8028,13.0341,7.7687,47.0004,40.8287,6.1718,7.1213,3.6254,3.4959,36.2106,5.0496,0.6517,4.1864,0.6905,0.2158,,,
2026-05-27,61.1212,50,62.4593,50,12.1519,23.3996,47.0524,50,,,681.0339,391.503,155,4.1472,-0.5402,153,49,51,1,1389,862,1433,819,1117,1135,106,9,,,,,,,,,,,,,,,,,,,,61.0488,47.0524,61.1212,47.0524,57.7039,57.1429,61.5451,44.3677,19.1196,9.3656,45.8239,33.6406,3.6254,0.3884,3.2369,21.2775,12.473,8.8045,47.6478,40.0518,7.596,8.7613,3.1506,5.6107,40.5265,6.4739,0.5746,4.9202,1.2948,0.259,,,
2026-05-29,49.6928,50,56.1619,50,14.3838,21.2505,43.9827,50,,,955.2365,357.9276,426,2.6112,-3.2423,119,145,40,1,1134,1117,1293,959,1046,1206,122,26,,,,,,,,,,,,,,,,,,,,43.4767,43.9827,49.6928,43.9827,44.454,48.4678,55.9776,41.9076,21.3207,22.6586,33.8057,42.2857,4.0138,1.079,2.9348,19.5943,13.6383,5.956,46.6983,42.5119,4.1864,7.2076,9.5814,-2.3738,16.4437,3.1506,1.5352,4.2728,2.5032,0.6042,,,
2026-06-01,37.5673,50,48.9415,50,16.3617,19.0886,41.4424,50,,,585.0281,382.664,443,1.4968,-3.8605,94,174,37,4,889,1362,1144,1108,988,1265,71,25,67.6647,32.3353,60,32,168,0.5081,0.4435,,,,,,,,,,,,,31.4675,41.4424,37.5673,41.4424,34.3226,39.6559,48.7742,39.6559,21.7204,21.0323,26.9307,53.1697,2.7957,0.9462,1.8495,18.1935,15.957,2.2366,45.1183,45.0753,0.043,5.8495,11.1828,-5.3333,20.2581,1.8925,0.6718,3.4409,3.871,1.1183,,,
2026-06-02,42.7387,50,51.964,50,14.9189,20.2162,43.0991,50,,,549.0152,377.4693,121,2.9431,-4.3063,143,33,32,5,1008,1241,1214,1037,1031,1220,50,30,,,,,,,,,,,,,,,,,,,,38.8829,43.0991,42.7387,43.0991,40.8269,43.5831,51.4212,41.3867,19.7674,9.6469,44.4444,28.5714,1.7657,1.2489,0.5168,18.7339,15.4177,3.3161,46.2532,43.8415,2.4117,8.7855,2.7562,6.0293,30.4479,1.5504,0.3896,3.1869,4.522,0.8183,,,
2026-06-03,39.2496,50,49.6753,50,16.5584,20.5988,42.3882,50,,,603.6895,371.4489,172,2.1116,-4.0861,79,56,34,6,925,1325,1165,1087,1011,1241,57,27,,,,,,,,,,,,,,,,,,,,36.1472,42.3882,39.2496,42.3882,39.1379,42.3276,49.8276,40.3879,13.1034,12.8017,41.1184,28.2828,2.2414,1.0776,1.1638,18.5776,16.2931,2.2845,45.9914,44.4828,1.5086,5.3879,3.6207,1.7672,34.8276,1.25,0.2846,2.931,4.3534,0.819,,,
2026-06-04,43.8198,50,50.1261,50,16.6126,21.2973,43.3874,50,,,600.2607,487.3004,112,2.6618,-5.03,138,28,32,5,1028,1224,1174,1080,1036,1218,73,21,,,,,,,,,,,,,,,,,,,,41.0811,43.3874,43.8198,43.3874,43.4109,44.7028,50.0431,41.3437,20.2842,7.5366,39.9151,29.7143,2.8854,0.8613,2.0241,19.1645,16.2791,2.8854,46.2532,43.497,2.7562,8.0965,2.2394,5.857,38.8028,1.3781,0.4252,3.0146,4.3066,0.5168,,,
2026-06-05,43.4704,50,51.0462,50,16.4863,20.9596,43.7951,50,,,561.8539,392.955,155,2.2927,-4.3748,102,50,30,6,1007,1243,1191,1061,1041,1211,72,17,,,,,,,,,,,,,,,,,,,,40.7648,43.7951,43.4704,43.7951,42.9064,44.89,51.0134,41.7421,16.3864,8.84,38.4211,36.0976,2.8029,0.6468,2.1561,19.9224,16.602,3.3204,46.1406,42.8202,3.3204,6.2958,3.191,3.1048,39.0686,3.8379,0.3898,3.191,2.5873,0.6037,,,
2026-06-08,30.2083,50,38.9368,50,19.0014,18.5345,39.9784,50,,,510.4791,675.1797,607,0.163,-4.1622,50,170,22,6,713,1538,914,1339,950,1303,61,38,67.6647,32.3353,60,38,164,0.5018,0.4529,,,,,,,,,,,,,25.6825,39.9784,30.2083,39.9784,27.4332,32.8165,41.6451,38.4582,11.3695,26.8734,28.0303,42.3077,2.2394,1.4643,0.7752,17.8725,19.5521,-1.6796,43.9276,46.4255,-2.4978,3.1869,11.3695,-8.1826,28.596,3.9621,0.3293,2.4978,2.2825,0.9905,,,
2026-06-09,40.4263,50,48.4465,50,17.1604,20.448,43.0997,50,,,564.0856,531.5825,100,1.1105,-2.1702,199,28,23,5,954,1297,1131,1122,1022,1231,54,23,,,,,,,,,,,,,,,,,,,,40.6792,43.0997,40.4263,43.0997,42.5918,42.3758,48.9849,41.3823,25.7019,6.7387,45.8824,33.3333,1.8575,0.9503,0.9071,19.3952,17.4514,1.9438,46.0043,44.1469,1.8575,11.7927,2.2462,9.5464,39.2657,4.406,0.3254,2.8078,1.7711,0.7343,,,
2026-06-10,32.6472,50,40.6645,50,19.0321,18.8877,40.4478,50,,,564.1672,584.1397,389,-2.5081,-2.856,50,105,18,5,777,1473,967,1285,964,1288,62,21,,,,,,,,,,,,,,,,,,,,29.3247,40.4478,32.6472,40.4478,30.7858,34.4991,42.6598,39.2055,14.3782,15.3713,25.5255,45.7865,2.1589,0.9067,1.2522,18.0915,19.6028,-1.5112,44.7755,46.7617,-1.9862,3.6701,7.038,-3.3679,28.6269,3.6269,0.3388,2.2884,2.5475,0.5613,,,
2026-06-11,27.276,50,35.9465,50,21.1344,17.4855,37.9697,50,,,516.3776,446.1501,334,-2.6694,-1.9398,39,89,10,6,640,1612,853,1401,903,1351,33,47,,,,,,,,,,,,,,,,,,,,23.302,37.9697,27.276,37.9697,23.4659,28.2627,38.2022,36.6897,10.5445,17.9775,27.459,37.9808,1.0372,1.9015,-0.8643,16.6811,22.083,-5.4019,43.3016,48.9628,-5.6612,2.8954,6.828,-3.9326,36.2143,2.7226,0.2587,1.3397,4.4512,0.8643,,,
2026-06-12,49.0076,50,49.585,50,16.5644,21.4002,44.4605,50,,,555.9995,403.3315,42,0.3632,0.1263,345,8,11,2,1138,1114,1158,1095,1059,1194,46,14,,,,,,,,0.4316,1.4674,1.3811,479,22,,,,1.6601,0.5052,,,55.3952,44.4605,49.0076,44.4605,52.9996,46.7846,49.2879,41.8213,38.3254,4.3591,53.9414,21.7822,1.5969,0.4748,1.1221,19.5511,17.7816,1.7695,46.6983,44.6698,2.0285,20.6733,0.9495,19.7238,34.7,4.057,0.4485,1.4674,1.3811,0.4316,19.7238,1.1221,0.4485
2026-06-15,64.6953,50,60.681,50,13.5125,23.4767,47.7778,50,,,604.9933,457.7151,65,0.5285,1.8291,216,10,23,2,1499,754,1413,842,1141,1114,93,10,71.6567,28.3433,60,26,204,0.4176,0.5373,0.3433,2.7897,0.8155,325,41,,,,3.3333,0.3584,,,74.6953,47.7778,64.6953,47.7778,73.3476,63.133,58.8841,44.7639,43.3476,5.3219,32.1782,33.0645,3.3906,0.2146,3.176,21.03,14.4635,6.5665,48.6695,41.073,7.5966,13.9485,1.7597,12.1888,30,2.4464,1.1053,2.7897,0.8155,0.3433,12.1888,3.176,1.1053
2026-06-16,67.3874,50,64,50,12.8649,23.8559,48.6847,50,,,586.1852,495.6089,95,1.4335,1.9338,114,21,13,0,1561,697,1479,780,1161,1098,65,10,,,,,,,,0.1292,2.1533,0.646,173,47,,,,2.3423,0.3604,,,74.7027,48.6847,67.3874,48.6847,72.9974,65.8053,61.9294,45.6503,17.7433,6.8906,41.9903,29.375,2.3686,0.3015,2.0672,21.4901,13.6951,7.795,49.0956,39.6641,9.4315,7.4505,2.0241,5.4264,42.6357,2.4117,0.4668,2.1533,0.646,0.1292,5.4264,2.0672,0.4668
2026-06-17,68.6982,50,65.8493,50,12.1168,24.4861,50.0902,50,,,608.3164,523.2082,95,1.3319,2.8948,122,23,27,1,1595,662,1523,734,1194,1064,70,12,,,,,,,,0.2155,3.6638,0.6897,178,45,,,,2.5243,0.4327,,,73.3141,50.0902,68.6982,50.0902,71.8966,66.9828,63.8362,46.8534,17.5,6.5948,43.8424,29.4118,2.4138,0.3879,2.0259,22.6293,12.7155,9.9138,50.2155,39.181,11.0345,7.6724,1.9397,5.7328,44.4397,2.1983,0.5828,3.6638,0.6897,0.2155,5.7328,2.0259,0.5828
2026-06-18,71.027,50,67.2432,50,11.4955,25.5495,51.2072,50,,,580.3492,664.2358,86,-1.4857,1.4361,122,19,56,0,1641,616,1561,697,1212,1046,112,5,,,,,,,,0.2153,7.1059,0.3445,181,42,,,,4.036,0.1802,,,74.0541,51.2072,71.027,51.2072,73.1266,69.7244,65.6761,47.7175,17.8295,5.9862,43.7198,30.2158,3.7468,0.1292,3.6176,23.5573,12.1878,11.3695,50.646,38.0706,12.5754,7.795,1.8088,5.9862,44.6598,3.23,0.5342,7.1059,0.3445,0.2153,5.9862,3.6176,0.5342
2026-06-19,69.2003,50,67.183,50,11.6354,26.0086,51.6931,50,,,620.0546,560.0049,125,-3.7663,0.8171,141,20,43,0,1614,646,1568,693,1231,1030,100,18,,,,,,,,0.0861,5.1249,0.3445,187,42,,,,3.6023,0.6484,,,71.0014,51.6931,69.2003,51.6931,69.8536,68.0017,65.8484,48.708,17.528,8.1826,45.9459,22.1053,3.4453,0.3015,3.1438,24.3325,12.2739,12.0586,50.9905,37.8122,13.1783,8.0534,1.8088,6.2446,40.8699,6.7614,0.6766,5.1249,0.3445,0.0861,6.2446,3.1438,0.6766
2026-06-22,72.4446,50,69.5139,50,11.258,27.1265,54.5747,50,,,481.7013,470.123,95,-2.6242,2.2215,175,22,40,0,1699,560,1631,630,1305,956,127,11,71.6567,28.3433,60,33,186,0.4292,0.525,0.1713,4.7537,0.5139,245,50,,,,4.539,0.3931,,,74.1244,54.5747,72.4446,54.5747,73.3191,71.7345,68.7366,51.8201,23.5546,6.6809,44.5455,32.0513,3.8972,0.257,3.6403,25.5246,11.6916,13.833,52.5054,36.0171,16.4882,10.4925,2.1413,8.3512,40.985,8.0514,0.7698,4.7537,0.5139,0.1713,8.3512,3.6403,0.7698
2026-06-23,64.2367,50,64.2728,50,12.5226,25.9112,51.8946,50,,,534.63,415.9014,279,-3.7664,2.5374,57,62,25,0,1509,750,1513,747,1240,1020,104,9,,,,,,,,0.0862,3.6223,0.6037,88,105,,,,3.7532,0.3248,,,60.0144,51.8946,64.2367,51.8946,59.1203,63.3031,63.4325,49.461,13.3247,12.5485,28.479,36.0825,3.1048,0.345,2.7598,24.1483,13.0229,11.1255,51.8327,38.2061,13.6266,3.7947,4.5278,-0.7331,30.8754,6.2958,0.6266,3.6223,0.6037,0.0862,-0.7331,2.7598,0.6266
2026-06-24,63.4595,50,64.2883,50,12.7568,26.018,53.1171,50,,,503.0081,453.5389,140,-5.596,5.6633,86,38,18,1,1494,764,1519,740,1270,989,71,16,,,,,,,,0.2586,3.2328,0.8621,123,73,,,,2.5586,0.5766,,,60.6847,53.1171,63.4595,53.1171,59.8707,62.5431,63.319,50.7328,14.3966,9.0517,36.8263,34.7619,2.3707,0.6034,1.7672,24.569,12.8017,11.7672,52.1552,37.4569,14.6983,5.3017,3.1466,2.1552,43.4483,6.2931,0.358,3.2328,0.8621,0.2586,2.1552,1.7672,0.358
2026-06-25,56.5405,50,61.5495,50,13.6216,24.6486,51.3514,50,,,526.2734,339.8,286,-12.2489,5.7897,54,69,15,2,1323,936,1448,812,1217,1043,71,11,,,,,,,,0.4308,2.1542,1.5941,85,123,,,,2.5586,0.3964,,,48.6486,51.3514,56.5405,51.3514,46.0146,54.3731,60.0172,48.7721,11.9776,13.0116,30.5755,40.7285,2.2835,0.4308,1.8526,23.9552,13.7441,10.2111,51.5726,38.604,12.9685,3.6622,5.2994,-1.6372,35.2865,5.5579,0.4151,2.1542,1.5941,0.4308,-1.6372,1.8526,0.4151
