date,time,group,current price,market cap,category,sector,industry,% change,volume
2026-09-08,15:29,NBCC,86,23220,largecap,miscellaneous,miscellaneous,0,4783728
2026-09-08,15:29,NDTV,73.03,822.1537,smallcap,media,entertainment / electronic media software,0.2196,43052
2026-09-08,15:29,NFL,70.35,3449.7473,smallcap,chemicals,fertilizers,0.0427,444515
2026-09-08,15:29,NKIND,61.05,34.3826,smallcap,fmcg,solvent extraction,6.7121,3020
2026-09-08,15:29,PFS,27.71,1759.2141,smallcap,financials,finance & investments,1.1683,1295363
2026-09-08,15:29,PRSMJOHNSN,112.27,5648.1642,midcap,building materials,cement - north india,0.0535,316056
2026-09-08,15:29,QUICKHEAL,153.44,831.0232,smallcap,i.t,computers - software - medium / small,0.1828,147505
2026-09-08,15:29,RADAAN,2.98,16.2485,smallcap,media,entertainment / electronic media software,-0.6667,17012
2026-09-08,15:29,RCOM,0.89,235.0703,smallcap,telecom-service,telecommunications - service provider,4.7059,4449294
2026-09-08,15:29,RHETAN,28,2126.0625,smallcap,metals & mining,steel - medium / small,4.9475,9758911
2026-09-08,15:29,SALZERELEC,550.55,974.4956,smallcap,industrials,electric equipment,-0.0998,56573
2026-09-08,15:29,SANWARIA,0.19,13.9859,smallcap,fmcg,food - processing - indian,0,419837
2026-09-08,15:29,SHREYANIND,133,185.5255,smallcap,building materials,paper,-0.8942,8325
2026-09-08,15:29,SUKHJITS,160.49,501.6224,smallcap,fmcg,miscellaneous,-0.0374,66512
2026-09-08,15:29,TEGA,1632.4,12046.7264,midcap,industrials,engineering,1.8023,535802
2026-09-08,15:29,TENNIND,525.7,20803.7841,largecap,auto,auto ancillaries,1.9886,622292
2026-09-08,15:29,TVSHLTD,13377,27815.0966,largecap,financials,finance & investments,-2.6986,7053
2026-09-08,15:29,UNITECH,4.04,1104.079,smallcap,realty,construction,-4.2654,8195532
2026-09-08,15:29,VIVIDHA,0.52,14.9277,smallcap,services,trading,1.9608,277142
2026-09-09,15:29,AKG,10.52,31.2364,smallcap,services,trading,7.0193,66537
2026-09-09,15:29,ALLTIME,213.54,1385.2275,smallcap,plastic products,plastics products,0.9836,120873
2026-09-09,15:29,ANMOL,13.63,64.7683,smallcap,services,trading,19.7715,2032233
2026-09-09,15:29,ASIANTILES,50.47,1483.5623,smallcap,building materials,ceramics - tiles / sanitaryware,0.8593,3910136
2026-09-09,15:29,ASTEC,761,1476.9053,smallcap,chemicals,pesticides / agrochemicals - indian,14.8159,5356635
2026-09-09,15:29,AVANTIFEED,807.15,11405.8029,midcap,fmcg,food - processing - indian,-3.5836,414240
2026-09-09,15:29,CEREBRAINT,2.86,35.1441,smallcap,i.t,computers - hardware,-1.3793,87512
2026-09-09,15:29,CESC,149.67,19359.9561,midcap,power & utilities,power generation and supply,2.4786,7429488
2026-09-09,15:29,CREATIVEYE,6.13,12.2155,smallcap,media,entertainment / electronic media software,0.6568,4928
2026-09-09,15:29,CURAA,75.88,77.22,smallcap,i.t,computers - software - medium / small,-2.718,518
2026-09-09,15:29,DANGEE,2.83,44.3448,smallcap,fmcg,food - processing - indian,-1.7361,10529
2026-09-09,15:29,DBEIL,7.21,338.177,smallcap,realty,construction,-0.6887,213896
2026-09-09,15:29,DJML,82.03,273.3497,smallcap,miscellaneous,diversified - medium / small,7.8207,227969
2026-09-09,15:29,ERIS,1335,18357.4924,midcap,healthcare,pharmaceuticals - indian - formulations,0.7775,42165
2026-09-09,15:29,EXCELSOFT,75.23,794.7712,smallcap,i.t,computers - software - medium / small,8.9343,15422814
2026-09-09,15:29,FDC,354.3,5632.4149,midcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,2.4136,219983
2026-09-09,15:29,FORCEMOT,17355,23223.1618,largecap,auto,automobiles - lcvs / hcvs,-1.5319,36797
2026-09-09,15:29,GRMOVER,88.14,1826.9706,smallcap,fmcg,food - processing - indian,-0.034,1430309
2026-09-09,15:29,HYBRIDFIN,17,50.6304,smallcap,financials,finance & investments,-1.1628,2117
2026-09-09,15:29,INOXWIND,77.39,13084.4886,midcap,industrials,electric equipment,2.219,18491767
2026-09-09,15:29,JAGRAN,62.35,1361.2098,smallcap,media,entertainment / electronic media software,-0.3038,154323
2026-09-09,15:29,LINC,98.1,584.838,smallcap,miscellaneous,printing & stationery,-0.2136,10519
2026-09-09,15:29,METROBRAND,959,25853.818,largecap,consumer discretionary,leather / leather products,1.1017,34602
2026-09-09,15:29,MITTAL,0.88,38.184,smallcap,textiles,trading,2.3256,1286326
2026-09-09,15:29,MOKSH,10.3,88.249,smallcap,consumer discretionary,diamond cutting / jewellery,3,224126
2026-09-09,15:29,NDTV,73.73,823.9589,smallcap,media,entertainment / electronic media software,0.9585,77952
2026-09-09,15:29,NFL,69.98,3451.219,smallcap,chemicals,fertilizers,-0.5259,421662
2026-09-09,15:29,NILAINFRA,6.8,260.7547,smallcap,realty,construction,2.719,433326
2026-09-09,15:29,PRSMJOHNSN,112.45,5651.1843,midcap,building materials,cement - north india,0.1603,308878
2026-09-09,15:29,QUICKHEAL,152.36,832.5425,smallcap,i.t,computers - software - medium / small,-0.7039,70585
2026-09-09,15:29,RADAAN,2.94,16.1401,smallcap,media,entertainment / electronic media software,-1.3423,16689
2026-09-09,15:29,RCOM,0.93,246.1324,smallcap,telecom-service,telecommunications - service provider,4.4944,4345641
2026-09-09,15:29,RHETAN,26.6,2231.25,smallcap,metals & mining,steel - medium / small,-5,55311416
2026-09-09,15:29,RPPINFRA,62,266.1772,smallcap,realty,construction,15.4993,1013641
2026-09-09,15:29,SALZERELEC,552.15,973.5231,smallcap,industrials,electric equipment,0.2906,21705
2026-09-09,15:29,SANWARIA,0.19,13.9859,smallcap,fmcg,food - processing - indian,0,450381
2026-09-09,15:29,SHREYANIND,132.98,183.8665,smallcap,building materials,paper,-0.015,6056
2026-09-09,15:29,SUKHJITS,160.03,501.435,smallcap,fmcg,miscellaneous,-0.2866,91683
2026-09-09,15:29,TEGA,1678.3,12263.8454,midcap,industrials,engineering,2.8118,1152710
2026-09-09,15:29,TVSHLTD,13119,27064.4855,largecap,financials,finance & investments,-1.9287,5346
2026-09-09,15:29,VIVIDHA,0.52,15.2204,smallcap,services,trading,0,132103
2026-09-10,15:29,AKG,10.73,33.429,smallcap,services,trading,1.9962,59083
2026-09-10,15:29,ALLTIME,210.16,1398.8531,smallcap,plastic products,plastics products,-1.5828,29906
2026-09-10,15:29,ANMOL,15.34,77.574,smallcap,services,trading,12.5459,1844371
2026-09-10,15:29,ASTEC,715.8,1695.7226,smallcap,chemicals,pesticides / agrochemicals - indian,-5.9396,524163
2026-09-10,15:29,AVANTIFEED,815.3,10997.066,midcap,fmcg,food - processing - indian,1.0097,232284
2026-09-10,15:29,CEREBRAINT,2.86,34.6593,smallcap,i.t,computers - hardware,-1.3793,175024
2026-09-10,15:29,CESC,147.58,19839.8126,midcap,power & utilities,power generation and supply,-1.3964,1501069
2026-09-10,15:29,CURAA,75.88,75.1212,smallcap,i.t,computers - software - medium / small,0,1
2026-09-10,15:29,DANGEE,2.82,43.5749,smallcap,fmcg,food - processing - indian,-0.3534,17138
2026-09-10,15:29,DBEIL,7.11,335.848,smallcap,realty,construction,-1.387,148523
2026-09-10,15:29,DBL,407.75,6384.0819,midcap,realty,construction,3.7532,6474417
2026-09-10,15:29,DJML,81.75,294.7276,smallcap,miscellaneous,diversified - medium / small,-0.3413,104674
2026-09-10,15:29,ERIS,1356.6,18500.2283,midcap,healthcare,pharmaceuticals - indian - formulations,1.618,39505
2026-09-10,15:29,EXCELSOFT,80.08,865.7782,smallcap,i.t,computers - software - medium / small,6.4469,9554776
2026-09-10,15:29,FDC,345.35,5768.3613,midcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,-2.5261,115269
2026-09-10,15:29,FORCEMOT,18175,22867.4027,largecap,auto,automobiles - lcvs / hcvs,4.7249,222791
2026-09-10,15:29,GRMOVER,87.48,1826.3489,smallcap,fmcg,food - processing - indian,-0.7488,1190958
2026-09-10,15:29,HYBRIDFIN,17.11,50.0417,smallcap,financials,finance & investments,0.6471,4107
2026-09-10,15:29,INOXWIND,76.02,13374.8325,midcap,industrials,electric equipment,-1.7703,9773988
2026-09-10,15:29,IRB,19.91,23032.746,largecap,realty,construction,4.4048,78742444
2026-09-10,15:29,JAGRAN,62.01,1357.0744,smallcap,media,entertainment / electronic media software,-0.5453,268360
2026-09-10,15:29,LINC,97.3,583.5887,smallcap,miscellaneous,printing & stationery,-0.8155,12355
2026-09-10,15:29,METROBRAND,952.1,26138.6448,largecap,consumer discretionary,leather / leather products,-0.7195,27109
2026-09-10,15:29,MITTAL,0.83,39.072,smallcap,textiles,trading,-5.6818,1556381
2026-09-10,15:29,MOKSH,10.18,90.8964,smallcap,consumer discretionary,diamond cutting / jewellery,-1.165,57711
2026-09-10,15:29,NDTV,72.29,831.8566,smallcap,media,entertainment / electronic media software,-1.9531,48449
2026-09-10,15:29,NILAINFRA,6.73,267.8447,smallcap,realty,construction,-1.0294,121635
2026-09-10,15:29,PREMIER,2.83,8.7169,smallcap,industrials,engineering,-1.3937,5108
2026-09-10,15:29,PRSMJOHNSN,115.22,5660.2447,midcap,building materials,cement - north india,2.4633,1164917
2026-09-10,15:29,QUICKHEAL,147.48,826.6825,smallcap,i.t,computers - software - medium / small,-3.2029,73128
2026-09-10,15:29,RADAAN,2.87,15.9235,smallcap,media,entertainment / electronic media software,-2.381,34059
2026-09-10,15:29,RCOM,0.97,257.1946,smallcap,telecom-service,telecommunications - service provider,4.3011,4534123
2026-09-10,15:29,RHETAN,25.27,2119.6875,smallcap,metals & mining,steel - medium / small,-5,90500
2026-09-10,15:29,RPPINFRA,63.03,307.4327,smallcap,realty,construction,1.6613,349542
2026-09-10,15:29,SALZERELEC,550.15,976.3523,smallcap,industrials,electric equipment,-0.3622,30610
2026-09-10,15:29,SANWARIA,0.19,13.9859,smallcap,fmcg,food - processing - indian,0,381077
2026-09-10,15:29,SHAKTIPUMP,503.2,5772.5568,midcap,industrials,pumps,7.5673,13943643
2026-09-10,15:29,SHREYANIND,135.46,183.8389,smallcap,building materials,paper,1.865,8075
2026-09-10,15:29,SOMICONVEY,92.76,107.0417,smallcap,fmcg,miscellaneous,2.0799,99320
2026-09-10,15:29,SUKHJITS,159.99,499.9977,smallcap,fmcg,miscellaneous,-0.025,24992
2026-09-10,15:29,SWANCORP,298.15,8703.1304,midcap,textiles,textiles - products,7.3834,53152302
2026-09-10,15:29,TEGA,1721.6,12608.6816,midcap,industrials,engineering,2.58,1131990
2026-09-10,15:29,TVSHLTD,13134,26542.4972,largecap,financials,finance & investments,0.1143,3702
2026-09-10,15:29,UNITECH,4.22,1025.59,smallcap,realty,construction,7.6531,17405158
2026-09-10,15:29,UTIAMC,921.45,11578.8477,midcap,financials,finance & investments,2.2811,208731
2026-09-10,15:29,VIVIDHA,0.51,15.2204,smallcap,services,trading,-1.9231,134051
2026-09-11,15:29,AKG,10.61,33.7149,smallcap,services,trading,-1.1184,23492
2026-09-11,15:29,ALLTIME,221.15,1448.7045,smallcap,plastic products,plastics products,5.2293,431750
2026-09-11,15:29,ANMOL,16.87,96.0142,smallcap,services,trading,9.9739,1521669
2026-09-11,15:29,ASTEC,699.8,1559.3517,smallcap,chemicals,pesticides / agrochemicals - indian,-2.2353,83837
2026-09-11,15:29,CEREBRAINT,2.86,34.6593,smallcap,i.t,computers - hardware,-1.3793,175024
2026-09-11,15:29,CURAA,79.61,78.8139,smallcap,i.t,computers - software - medium / small,4.9157,727
2026-09-11,15:29,DBEIL,7.06,328.8609,smallcap,realty,construction,-0.7032,110846
2026-09-11,15:29,DBL,403.35,6552.2123,midcap,realty,construction,-1.0791,161004
2026-09-11,15:29,DJML,82.39,296.0211,smallcap,miscellaneous,diversified - medium / small,0.7829,53632
2026-09-11,15:29,ERIS,1355.5,18784.3142,midcap,healthcare,pharmaceuticals - indian - formulations,-0.0811,24968
2026-09-11,15:29,EXCELSOFT,81.03,932.527,smallcap,i.t,computers - software - medium / small,1.1863,2108387
2026-09-11,15:29,FDC,341.45,5559.1503,midcap,healthcare,pharmaceuticals - indian - bulk drugs & formln,-1.1293,136483
2026-09-11,15:29,FIBERWEB,27.1,78.0255,smallcap,textiles,textiles - products,0.4448,53439
2026-09-11,15:29,FORCEMOT,17705,23328.5719,largecap,auto,automobiles - lcvs / hcvs,-2.586,65131
2026-09-11,15:29,GRMOVER,84.45,1749.8885,smallcap,fmcg,food - processing - indian,-3.4637,1178962
2026-09-11,15:29,HYBRIDFIN,16.61,48.8937,smallcap,financials,finance & investments,-2.9223,12623
2026-09-11,15:29,INCREDIBLE,33.58,157.0327,smallcap,metals & mining,steel - medium / small,8.3925,17146
2026-09-11,15:29,INNOVANA,327,675.582,smallcap,i.t,computers - software - medium / small,5.7226,50677
2026-09-11,15:29,INOXWIND,76.5,13221.0193,midcap,industrials,electric equipment,0.6314,7415115
2026-09-11,15:29,IRB,19.64,23721.192,largecap,realty,construction,-1.3561,8984467
2026-09-11,15:29,JAGRAN,62.09,1351.4154,smallcap,media,entertainment / electronic media software,0.129,143137
2026-09-11,15:29,LINC,95.61,568.7759,smallcap,miscellaneous,printing & stationery,-1.7369,8862
2026-09-11,15:29,MITTAL,0.8,35.52,smallcap,textiles,trading,-3.6145,3402263
2026-09-11,15:29,MOKSH,10.31,90.9847,smallcap,consumer discretionary,diamond cutting / jewellery,1.277,352186
2026-09-11,15:29,NILAINFRA,6.64,261.5424,smallcap,realty,construction,-1.3373,96646
2026-09-11,15:29,ORIENTTECH,249.64,1143.4989,smallcap,i.t,computers - software - medium / small,6.0673,8430139
2026-09-11,15:29,PRSMJOHNSN,113.35,5705.5468,midcap,building materials,cement - north india,-1.623,298782
2026-09-11,15:29,QUICKHEAL,147.52,800.4214,smallcap,i.t,computers - software - medium / small,0.0271,90015
2026-09-11,15:29,RADAAN,2.83,15.3277,smallcap,media,entertainment / electronic media software,-1.3937,9763
2026-09-11,15:29,RCOM,1.01,279.3188,smallcap,telecom-service,telecommunications - service provider,4.1237,6790419
2026-09-11,15:29,RHETAN,24.01,1913.2969,smallcap,metals & mining,steel - medium / small,-4.9862,72250
2026-09-11,15:29,RPPINFRA,60.34,299.2014,smallcap,realty,construction,-4.2678,84305
2026-09-11,15:29,SALZERELEC,550.55,973.5231,smallcap,industrials,electric equipment,0.0727,39771
2026-09-11,15:29,SANWARIA,0.19,13.9859,smallcap,fmcg,food - processing - indian,0,549342
2026-09-11,15:29,SHAKTIPUMP,493.8,6093.3915,midcap,industrials,pumps,-1.868,1008120
2026-09-11,15:29,SHREYANIND,132.8,183.59,smallcap,building materials,paper,-1.9637,3771
2026-09-11,15:29,SOMICONVEY,92.93,109.4683,smallcap,fmcg,miscellaneous,0.1833,10309
2026-09-11,15:29,SUKHJITS,159.78,499.2166,smallcap,fmcg,miscellaneous,-0.1313,13568
2026-09-11,15:29,SWANCORP,296.45,9292.4294,midcap,textiles,textiles - products,-0.5702,5650793
2026-09-11,15:29,TEGA,1729.1,12990.3303,midcap,industrials,engineering,0.4356,278676
2026-09-11,15:29,UNITECH,4.17,1090.9975,smallcap,realty,construction,-1.1848,3308451
2026-09-11,15:29,UTIAMC,910,11695.8058,midcap,financials,finance & investments,-1.2426,113860
2026-09-11,15:29,VGL,66.82,344.3146,smallcap,textiles,textiles - cotton/blended,15.6456,2056842
2026-09-11,15:29,VIVIDHA,0.51,14.9277,smallcap,services,trading,0,204897
2026-09-11,15:29,WCIL,87.51,892.2101,smallcap,transportation,shipping,3.6603,446170
2026-09-15,15:29,3PLAND,30.8,56.232,smallcap,financials,finance & investments,-1.4085,7541
2026-09-15,15:29,ABBOTINDIA,26125,54291.9666,largecap,healthcare,pharmaceuticals - multinational,2.2505,10732
2026-09-15,15:29,ACCURACY,4.38,63.0846,smallcap,transportation,miscellaneous,4.5346,99869
2026-09-15,15:29,AFCONS,262.25,9334.3739,midcap,realty,construction,3.3294,26501568
2026-09-15,15:29,ASIANTILES,50.03,1492.4566,smallcap,building materials,ceramics - tiles / sanitaryware,-0.6158,2855354
2026-09-15,15:29,AUTOAXLES,1661.6,2535.7894,smallcap,auto,auto ancillaries,-0.9774,3806
2026-09-15,15:29,BOHRAIND,13.71,28.413,smallcap,chemicals,fertilizers,2.161,21413
2026-09-15,15:29,BSOFT,286.45,7874.9224,midcap,i.t,computers - software - medium / small,1.7042,8595221
2026-09-15,15:29,CELEBRITY,6.7,13.3959,smallcap,consumer discretionary,textiles - products,-2.1898,21421
2026-09-15,15:29,CMICABLES,2.62,4.0229,smallcap,industrials,cables - power,4.3825,23338
2026-09-15,15:29,CRIZAC,179.89,3266.5733,smallcap,services,miscellaneous,-3.6372,323052
2026-09-15,15:29,DANGEE,2.78,42.3431,smallcap,fmcg,food - processing - indian,1.0909,85525
2026-09-15,15:29,DEVX,33.3,322.2218,smallcap,co-working,miscellaneous,-2.2026,51741
2026-09-15,15:29,DHARAN,0.13,67.9739,smallcap,realty,construction,0,8283083
2026-09-15,15:29,DIGISPICE,16.33,395.8902,smallcap,i.t,computers - software - medium / small,-3.201,161772
2026-09-15,15:29,DISHTV,2.62,460.314,smallcap,media,entertainment / electronic media software,4.8,1142262
2026-09-15,15:29,EDUCOMP,0.9,11.1445,smallcap,i.t,computers - education,-1.0989,48559
2026-09-15,15:29,GVKPIL,2.29,355.3223,smallcap,realty,engineering - turnkey services,1.7778,179050
2026-09-15,15:29,HDFCBANK,716.55,1090799.0196,largecap,bank,banks - private sector,1.1719,50387632
2026-09-15,15:29,HMAAGRO,23.41,1005.0449,smallcap,fmcg,food - processing - indian,16.6418,35613186
2026-09-15,15:29,INDUSTOWER,379,102360.715,largecap,telecom,transmisson line towers / equipment,-2.3196,3807593
2026-09-15,15:29,METROBRAND,944.45,25626.2292,largecap,consumer discretionary,leather / leather products,0.452,34577
2026-09-15,15:29,OMINFRAL,80.25,766.482,smallcap,realty,engineering - turnkey services,0.8293,219096
2026-09-15,15:29,ORCHASP,1.58,48.846,smallcap,i.t,computers - software - medium / small,12.0567,766655
2026-09-15,15:29,PEARLPOLY,15.85,26.111,smallcap,plastic products,trading,2.1921,21771
2026-09-15,15:29,RELCHEMQ,120.7,83.1527,smallcap,textiles,textiles - spinning - synthetic / blended,9.4983,138336
2026-09-15,15:29,RHFL,1.85,90.706,smallcap,financials,finance - housing,-1.0695,433412
2026-09-15,15:29,RHL,175.23,288.5119,smallcap,services,hotels,5.0225,17789
2026-09-15,15:29,ROML,43,68.2557,smallcap,fmcg,solvent extraction,0.7262,144
2026-09-15,15:29,SANOFI,3131,7091.5891,midcap,healthcare,pharmaceuticals - multinational,1.6823,23468
